Cluster,first_name,last_name,OffRtg,Floor%,DefRtg,NetRtg,TS%,eFG%,FTARate,3FGARate,OR%,DR%,BLK%,TOV%,AST%,STL%,USG%
0,Kyle,Korver,110.92058205039936,0.3325632888078306,105.163097955919,5.757484094480361,0.5823652070300864,0.5503048780487805,0.10670731707317073,0.2347560975609756,0.6489228156734621,12.815403772145011,1.2360924106418176,14.662027833001993,10.312763486984984,1.251121367650812,14.556519301885581
0,Anthony,Morrow,138.96423771347776,0.34850019405114385,107.2974964585648,31.66674125491295,0.5703799226267235,0.5406091370558376,0.1065989847715736,0.2487309644670051,1.3848235923582914,6.571040801602397,0.3844754446650269,4.181378925850213,3.1552063663091627,1.5403501855171282,15.800328226987007
0,Allen,Crabbe,127.59834552337654,0.3708799467833152,111.092094882945,16.50625064043156,0.5840581051073279,0.5452380952380952,0.13333333333333333,0.15714285714285714,1.1609126792117892,10.558602006333528,0.42922805476075626,8.253549026081215,7.892278517859324,1.7293236848521645,19.37170253014687
0,Arron,Afflalo,126.70890499963885,0.38109781998078396,109.26417296960459,17.444732030034245,0.5666593454864924,0.5215419501133787,0.1473922902494331,0.10884353741496597,1.2692886980870868,11.234031447775584,0.3951316046379832,6.936187078874358,9.271229205594636,0.5374683530573049,19.02795629229428
0,JJ,Redick,127.10301486052202,0.4032446079542953,107.51643538536871,19.586579475153343,0.6862977914984564,0.6080402010050251,0.2638190954773869,0.24120603015075376,0.4665765090919642,6.106204908840754,0.1674078148865432,8.45012366034625,9.423429073044746,0.9120057704128516,22.219550622827345
0,Brandon,Rush,125.08840718167382,0.3875966991049433,105.29562678237707,19.792780399296745,0.6103382433169667,0.5972222222222222,0.08333333333333333,0.2777777777777778,2.8337120914780383,14.875082693149956,1.2107482736627415,11.290705966246732,6.9741094259447705,0.9966946571607408,13.642413596319669
0,Klay,Thompson,116.64423443409949,0.4066992511502506,106.83819134747655,9.806043086622909,0.6136788117755181,0.5625,0.1867283950617284,0.2021604938271605,1.6320455159360554,10.518545758055184,1.7906417981960685,9.5454310923069,12.122963896298144,0.7160946621612467,26.14220836645762
0,Jason,Terry,127.53710372724613,0.3380061854290553,110.27773593248126,17.259367794764856,0.6007048269970098,0.5659340659340659,0.13186813186813187,0.2637362637362637,0.5418184940712644,6.089636083153293,0.8121612223970769,12.297321916560392,12.580321451593552,2.3763912552520345,15.261191437472437
1,Gary,Neal,115.52330659565376,0.3927104644956293,108.77387376976569,6.749432825888064,0.5845966819221968,0.5351851851851852,0.16296296296296298,0.13703703703703704,1.8694068268282544,9.909555642941411,0.12390816683890475,8.534580857251234,10.205025164971117,1.2980291808582651,20.967989560780293
1,Courtney,Lee,120.18750863566356,0.3748257174043546,111.27691730770869,8.910591327954863,0.5734011208042059,0.5090634441087614,0.2084592145015106,0.10574018126888217,1.7579356220169842,9.617482981145892,0.788760851680962,8.599757183326588,8.993429279823047,2.0141867945745,17.785088029447287
1,CJ,McCollum,126.87616027321465,0.346489802210578,111.27761006343864,15.598550209776022,0.5533383933599393,0.5126262626262627,0.14267676767676768,0.1388888888888889,1.86310568746478,9.941130391460252,0.4959735697113432,10.42863831779679,23.874551233702693,1.7528383715455558,28.93517944019908
1,Evan,Fournier,115.88289033819271,0.35782437134166073,103.4893197921747,12.393570546017985,0.5685323025044208,0.5064516129032258,0.2086021505376344,0.16559139784946236,1.4808648151371155,8.90557945626348,0.13923205597355046,10.726594921572763,12.809373101338437,2.297975478612917,19.711483302585908
1,Gerald,Green,113.73231672255608,0.3210822078862981,107.73124724714,6.00106947541606,0.5227077977720651,0.47781065088757396,0.16272189349112426,0.15088757396449706,1.9855037543600933,9.553455564489807,1.259694622467694,7.413087934560328,6.5216088233531115,1.1303035199572078,21.21086804186348
1,Austin,Rivers,108.21662711805412,0.3728819167683965,105.45468508314272,2.7619420349114137,0.5240581872435658,0.474609375,0.21484375,0.09765625,2.053540832615945,7.399408142809412,0.5262936928723939,9.379042690815007,9.076104597745417,1.5516327223548112,17.806000999624093
1,Marcus,Thornton,117.93371768667696,0.3601417260697698,109.96777198542671,7.965945701250262,0.5435376379329182,0.5028089887640449,0.12921348314606745,0.17415730337078653,3.772996266001112,10.7573197357154,0.11782394585030655,7.61221883901385,12.520104047887942,2.1398521425755783,24.63929120621285
1,Kentavious,Caldwell-Pope,122.15202816445984,0.3374991188649349,107.09152354211928,15.06050462234056,0.5462229080451708,0.4806629834254144,0.2283609576427256,0.1289134438305709,2.2765778103987278,9.26491966562269,0.5465470323343552,8.708139819115134,8.684713099883686,2.1963954370986256,19.074390055630925
1,Leandro,Barbosa,111.07938162494524,0.4031629547756267,103.89485456678413,7.184527058161109,0.5739130434782609,0.5299401197604791,0.1497005988023952,0.11377245508982035,2.55669928769208,7.027359471441534,0.8766094000704417,14.009661835748794,15.373092949447384,2.834036613947878,21.870253851160765
1,Avery,Bradley,115.11672980602717,0.3609748167604924,103.4622010804722,11.654528725554956,0.5433700887703515,0.5112474437627812,0.12474437627811864,0.147239263803681,2.107671778909133,6.682211736651442,0.6583869930162972,9.4763442369788,10.122548445298404,2.4123052385891532,20.441795265598827
1,Gary,Harris,114.68165765265526,0.3692111238164617,108.84136958253157,5.840288070123704,0.5600672080649678,0.5173913043478261,0.15942028985507245,0.14202898550724638,2.6454673465077803,8.034178961232563,0.7032934547973428,12.13707758210376,10.261227311568973,1.999166473288592,17.380933644090632
1,J.R.,Smith,123.65965497118134,0.34978075929246344,104.15823366603901,19.50142130514233,0.5363829571905677,0.5155440414507773,0.1088082901554404,0.2124352331606217,2.615103565383587,8.81369808454358,0.7485864809552915,6.2575322147028825,8.972173322066993,1.899008164312644,19.750435274003635
1,E'Twaun,Moore,114.6953803266512,0.3664847952964279,102.70955984872887,11.985820477922303,0.5250473403339645,0.4955357142857143,0.16964285714285715,0.08035714285714286,1.2940342325972616,9.538655587565591,0.7050221136428328,11.733646230566151,8.216025914218934,1.7473355508969663,13.998300394585053
2,Rodney,Hood,116.16237216106708,0.3400306105244919,108.20013363099577,7.9622385300713026,0.5630443799253422,0.4868995633187773,0.2401746724890829,0.15283842794759825,1.7322426552926578,11.699811496762965,0.7364893925252098,11.530398322851156,15.913812810619314,1.6269142560621346,22.693355039440714
2,Alec,Burks,105.61727855936188,0.38689241629371457,108.71679589656208,-3.0995173372001834,0.563170608392787,0.4538461538461538,0.4338461538461538,0.08923076923076922,2.602798161338062,14.13500196722906,0.4703132226379336,11.237501146683789,14.822284369433575,1.1873460298700391,27.59854045264512
2,Dion,Waiters,108.54072504499092,0.33762071360905715,105.84233624921652,2.698388795774405,0.4994305779633672,0.4466501240694789,0.2084367245657568,0.1042183622828784,2.315170946892335,9.759217777062783,0.3912527631274405,13.895412556755913,11.084835772046445,1.7416695761286245,19.084854034880927
2,Ben,McLemore,102.05602149072931,0.3460678563844812,107.310031057687,-5.254009566957691,0.5780346820809249,0.5235042735042735,0.2264957264957265,0.14102564102564102,2.476579034115068,7.975319726654633,0.5306241628851097,18.908357494012357,7.411323993173971,2.0880942214523834,16.38849512211575
2,Marco,Belinelli,105.23843921692075,0.35431527741818336,110.23892839165899,-5.00048917473825,0.5541871921182266,0.4752604166666667,0.2604166666666667,0.15885416666666666,0.6585491339392899,6.466469043898004,0.0846592201827581,11.20331950207469,11.155360905490534,1.0778320685842917,19.8584759139888
2,Eric,Gordon,119.61327941480042,0.3118876143329437,123.56755420217846,-3.95427478737804,0.5804425020486207,0.5112474437627812,0.21881390593047034,0.20449897750511248,0.8600237172016775,7.051979071231036,0.7489283841566727,10.516124724577686,15.780495564151554,1.5387808691551168,24.438450769982662
2,Devin,Booker,113.2452821997456,0.3577600515543562,108.60801486493378,4.63726733481181,0.6067108856808427,0.53099173553719,0.26859504132231404,0.1446280991735537,1.6115550200285274,8.990247187203167,0.6137609715608862,14.529374605180035,9.224704864353297,1.3868632180759781,19.546314979894767
2,Brandon,Knight,115.4876147845128,0.3229927932471497,107.3605585499539,8.127056234558921,0.5452742894910774,0.483453237410072,0.20431654676258992,0.120863309352518,2.0448546822605214,9.812010849685763,0.7188768120349106,14.935764980684574,24.99491533762943,1.9236132237430432,26.830089236710247
2,Zach,LaVine,104.09597968796898,0.34761357736135234,106.47898186589794,-2.383002177928958,0.5259975816203144,0.4555084745762712,0.2330508474576271,0.0847457627118644,2.2703019408795897,13.2018351688974,0.4340773878318955,14.464168310322151,24.65217841432197,1.3274544419400354,27.318676144340724
2,Kevin,Martin,97.4822111731826,0.3867280101647692,108.1984211950117,-10.716210021829127,0.5562637617336886,0.4274447949526814,0.4037854889589905,0.11041009463722397,1.4258757821997246,9.35571902120191,0.11510821584799776,8.347245409015025,9.307129611306888,1.1264418131111094,24.250201038233193
2,Khris,Middleton,114.53091623938671,0.38588285080488255,116.5625956703783,-2.03167943099156,0.5951307484220019,0.5119426751592356,0.27070063694267515,0.1480891719745223,1.2849074394251174,10.879278528471167,0.4876093302139045,10.789540492510787,21.619797045095325,1.7082304259460033,24.85398481102256
2,Bradley,Beal,107.70380185885477,0.3789296001421734,107.22943376301708,0.4743680958376757,0.5774631741846736,0.5180722891566265,0.2319277108433735,0.13855421686746988,3.385402840407839,11.91802858275243,0.7052305260543245,12.860817376393257,15.801041872885651,1.5934488814666647,26.398565852181395
2,Jamal,Crawford,102.22155849693523,0.35587736055003183,107.23550335375809,-5.013944856822847,0.5472954483261881,0.45036319612590797,0.2808716707021792,0.1162227602905569,0.8135179651314886,5.9732222516946685,0.3335891780961996,9.902143522833178,13.827926299681852,1.0155668019031414,23.499664847866825
2,Jerryd,Bayless,113.17513102316305,0.3489164377326657,116.3736477866206,-3.1985167634575618,0.5885627932872027,0.5413223140495868,0.17768595041322313,0.2231404958677686,1.7261840543747975,9.862225621240313,0.4499466078981774,16.350346242626312,21.775123730012346,1.947178660164088,20.431241977254754
2,Lou,Williams,109.13284261213579,0.4027849469321026,113.90181419803513,-4.7689715858993225,0.6366656121480544,0.4788418708240534,0.5746102449888641,0.14699331848552338,1.5452571646592577,9.719158414872203,0.7414389642441496,10.643029609861482,18.30392271677075,1.852157494850249,24.352903894178766
2,Jordan,Clarkson,111.63706630395916,0.35257280018711035,113.69178999659118,-2.0547236926320243,0.5395744392491699,0.4786856127886323,0.2202486678507993,0.0763765541740675,3.6807242785476397,10.173639958918043,0.4245703754546324,11.086155263764107,15.046483803443337,1.984118264038972,24.177974690606995
3,Will,Barton,114.67739836384628,0.3917533703422026,105.8276570089048,8.849741354941473,0.5759318349170728,0.5046125461254612,0.2380073800738008,0.12730627306273062,3.549085490430904,21.269437711707166,1.1881349849746026,10.33305379178148,15.427235147326158,1.7007970997365562,24.703600212131075
3,Cory,Joseph,114.6531978442322,0.3963289030989756,105.33504905370796,9.318148790524235,0.5565153830819323,0.4548736462093863,0.3935018050541516,0.05054151624548736,2.112851908243846,9.174193960100068,1.0569769370681306,14.249525015832806,18.170378958447927,1.7119230020020644,16.308467414077125
3,DeMar,DeRozan,118.59890326817221,0.4165484397021483,105.44341738800308,13.15548588016911,0.6020649183042345,0.4671140939597315,0.4657718120805369,0.032214765100671144,2.4841744203737424,11.31956413738137,0.7378739213682831,9.6610578858385,21.762535942419586,1.5114382752837514,29.852656061496855
3,Andre,Roberson,136.21912589003878,0.4413052200517839,102.97026720616672,33.24885868387206,0.5782056798623064,0.5421348314606742,0.20224719101123595,0.09550561797752807,6.436060662797228,11.324322431542823,2.2514630719625885,12.226046006158304,5.065127365531853,2.171527221827436,10.548108168694698
3,Dwyane,Wade,115.08833343982724,0.3727965908636965,106.14233073578696,8.946002704040282,0.5449414512309838,0.4582608695652174,0.32869565217391306,0.012173913043478259,4.996698993494985,10.975755557728446,1.2552552999491955,13.075175656400232,31.606611665720035,1.7086591087030896,33.6893910656664
3,Manu,Ginobili,123.73359900581032,0.4029346660462903,96.16948403479692,27.5641149710134,0.6299690068723892,0.5622775800711743,0.25622775800711745,0.16370106761565836,3.656448429213536,14.016314907295165,0.6843588286683987,16.324127595803898,30.03122052858242,3.08285344001011,26.03614531838097
3,Tyler,Johnson,123.44497236865921,0.3859723943692767,105.96584954756096,17.479122821098258,0.6013820853743878,0.5255813953488372,0.28837209302325584,0.10232558139534884,4.015730676767607,10.665799891517137,1.4194683323354118,14.170327334561431,15.238155406125744,1.7325981122247112,18.573118123030078
3,James,Harden,112.3000991019038,0.3794010336197325,107.42509929685605,4.874999805047763,0.6469291134314806,0.4939686369119421,0.5271411338962606,0.1411338962605549,2.45503762226677,16.254924055733678,1.4611722921218708,16.44467716071604,35.68452596893544,2.195034825901676,33.966639996700536
3,Jimmy,Butler,117.0240331457246,0.4385692304707264,100.53475999107029,16.489273154654327,0.6116144404732219,0.4770290964777948,0.4793261868300153,0.06278713629402756,3.182486679364468,10.663145035388492,1.5270125231446388,9.291974487220667,18.249718852320346,2.3718943855963843,25.009412144355412
4,Danny,Green,104.87902118420836,0.3094268625550525,97.92785617280113,6.951165011407241,0.4929195744969172,0.4725085910652921,0.06529209621993128,0.20962199312714772,2.7063031059478666,13.927187239050868,2.3023862181906365,13.56969626977711,10.590207552301797,1.6594614347076972,16.237862587056224
4,Marcus,Smart,99.64849358926355,0.37265578827594703,100.1717129838546,-0.523219394591024,0.4436325678496869,0.3712121212121212,0.2929292929292929,0.08585858585858586,5.8537924529298,12.203178109681033,1.0639050520152795,10.777582628133485,16.921958681682295,2.9919690062654327,18.15265474841608
4,Victor,Oladipo,107.48659444642405,0.34268252915475705,100.25137214472521,7.235222301698826,0.5217899482384372,0.4606986899563319,0.2096069868995633,0.10480349344978164,2.0716336275928557,16.403463674410364,1.9867212886027723,13.935723625352695,21.14037331864854,2.2933570998424457,23.956496706361065
4,Tony,Allen,107.10287694119535,0.3901544836782968,105.54755297315883,1.555323968036518,0.4916026668917208,0.44419642857142855,0.26339285714285715,0.04017857142857143,7.407578969012682,14.375293801903732,1.0660847291814721,12.282425603593486,7.809713557212293,3.7183501992773063,17.32581083375192
4,Evan,Turner,103.62091817608842,0.3576696041244366,101.70179113165634,1.9191270444321158,0.5019505851755527,0.4388586956521739,0.20380434782608686,0.02445652173913044,2.4680973369071526,16.52384226285756,0.9251705319841758,17.995910020449898,22.989285910602003,1.738353905223639,18.961476789049087
4,Monta,Ellis,112.60510857339628,0.3232857953843597,102.85267277023209,9.752435803164175,0.5174311926605505,0.4665391969407266,0.19120458891013384,0.06883365200764817,1.4555046747980007,7.720802309302872,1.266816865143225,16.740088105726873,25.38979096198576,2.624727184365311,22.188214403426016
5,Nick,Young,107.08764257111685,0.2903353883342072,115.27884095788224,-8.191198386765407,0.51289902778841,0.4763779527559055,0.12992125984251968,0.2204724409448819,1.352369708551361,8.299820537340024,0.6267672963191764,6.608235948803562,4.877074733183097,1.4762323938715132,20.685350558238515
5,Rashad,Vaughn,82.81301568495671,0.2532000890260668,116.93059075015816,-34.11757506520145,0.3988575930667717,0.375,0.07,0.17,2.3561115324296664,11.045780558818093,1.2666705804876304,12.703252032520327,5.8495700024421335,1.3051463485245791,14.515745069767794
5,O.J.,Mayo,99.20456442883896,0.32305060029288124,115.26085598602856,-16.056291557189578,0.4810506292069066,0.439622641509434,0.14339622641509436,0.1320754716981132,1.541615921809241,10.313568361537447,0.4420208483771627,14.036372513120954,20.166237292711696,2.3227820367047696,21.088042254674555
5,Nik,Stauskas,105.72632317190396,0.2702957336176782,116.25024340044806,-10.523920228544071,0.4997256408246453,0.4676113360323887,0.14979757085020245,0.20647773279352227,1.3725977186003102,10.743627365199874,1.4555569213728563,14.319187711533456,13.669091828120045,1.1323318000063236,18.44789749021729
5,Kobe,Bryant,94.88070184995104,0.3027332502964067,113.16129219785549,-18.280590347904464,0.472511333886725,0.3988195615514334,0.2563237774030354,0.10286677908937604,2.4909463745999934,13.815407763478058,0.6157068695488501,11.17273314667241,23.577415568279534,1.6616664630168678,32.81415164321666
5,Wayne,Ellington,103.95804794693107,0.3116850409299301,109.37497640895744,-5.416928462026348,0.4913403614457831,0.4575289575289575,0.11583011583011585,0.14285714285714285,1.2139641032418484,11.370993708214776,0.2281090375108389,8.718980549966465,6.5989660667971535,1.9156550649858863,18.33490843801001
5,Randy,Foye,96.76564374497627,0.3049535289092564,109.75984526837782,-12.994201523401554,0.4559538060699951,0.4072727272727273,0.14909090909090908,0.13818181818181818,1.8385816197957519,8.848833697111127,1.1094623593491115,14.074595355383533,16.303905838911678,1.3216310067799568,18.207410937975745
